Timestamp,Source_Lat,Source_Lng,Dest_Lat,Dest_Lng
2025-07-07 11:53:39.732765,17.560482,78.447922,17.3729544,78.47427
2025-07-07 11:53:42.082082,17.560482,78.447922,17.4372704,78.4826822
2025-07-07 11:53:45.591684,17.560482,78.447922,17.4411755,78.4868255
2025-07-07 11:53:46.214484,17.560482,78.447922,17.4125284,78.4504035
2025-07-07 11:53:47.684191,17.560482,78.447922,17.4149358,78.4131784
